Accuracy,Accuracy Std,Precision,Precision Std,Recall,Recall Std,F1,F1 Std,AUC,AUC Std,Brier,Brier Std,AUC Train,AUC Train Std,Model
0.5933333333333334,0.06599663291074444,0.6222222222222221,0.08748897637790899,0.8995098039215685,0.07409910028348518,0.7267267267267267,0.042468875746939826,0.46963306196903476,0.09709155809609395,0.25987952251505225,0.021934651153327916,0.8906925431266203,0.03338856411277729,Random Forest
0.5800000000000001,0.05887840577551898,0.6166666666666666,0.08498365855987973,0.8786764705882352,0.0859067753349112,0.7152152152152151,0.0371113611850183,0.46963306196903476,0.09709155809609395,0.26088109817095795,0.021223994629984033,0.8885827754996113,0.032490877384264254,Random Forest
0.5666666666666668,0.05734883511361752,0.6063492063492063,0.08214189862181338,0.8786764705882352,0.0859067753349112,0.7087087087087087,0.03702350752533923,0.46731824715422005,0.10026180503114145,0.26068919592742085,0.020062163222052926,0.8903653066939071,0.03326451512821705,Random Forest
0.5933333333333334,0.06599663291074444,0.6222222222222221,0.08748897637790899,0.8995098039215685,0.07409910028348518,0.7267267267267267,0.042468875746939826,0.46963306196903476,0.09709155809609395,0.25987952251505225,0.021934651153327916,0.8906925431266203,0.03338856411277729,Random Forest
0.5800000000000001,0.05887840577551898,0.6166666666666666,0.08498365855987973,0.8786764705882352,0.0859067753349112,0.7152152152152151,0.0371113611850183,0.46963306196903476,0.09709155809609395,0.26088109817095795,0.021223994629984033,0.8885827754996113,0.032490877384264254,Random Forest
0.5666666666666668,0.05734883511361752,0.6063492063492063,0.08214189862181338,0.8786764705882352,0.0859067753349112,0.7087087087087087,0.03702350752533923,0.46731824715422005,0.10026180503114145,0.26068919592742085,0.020062163222052926,0.8903653066939071,0.03326451512821705,Random Forest
0.6066666666666668,0.07717224601860152,0.6272727272727272,0.09030099651970507,0.9203431372549019,0.07305813019994552,0.7376323692113166,0.0519274977813336,0.47194787678384964,0.0939284048063167,0.2597477885472687,0.021905311722013102,0.8906925431266203,0.03338856411277729,Random Forest
0.5800000000000001,0.05887840577551898,0.6166666666666666,0.08498365855987973,0.8786764705882352,0.0859067753349112,0.7152152152152151,0.0371113611850183,0.46963306196903476,0.09709155809609395,0.2606533977042165,0.021042126654251602,0.8885827754996113,0.032490877384264254,Random Forest
0.5800000000000001,0.05887840577551898,0.6166666666666666,0.08498365855987973,0.8786764705882352,0.0859067753349112,0.7152152152152151,0.0371113611850183,0.46731824715422005,0.10026180503114145,0.2604683269075797,0.019891645218875723,0.8903653066939071,0.03326451512821705,Random Forest
0.6066666666666668,0.07717224601860152,0.6272727272727272,0.09030099651970507,0.9203431372549019,0.07305813019994552,0.7376323692113166,0.0519274977813336,0.47194787678384964,0.0939284048063167,0.2597477885472687,0.021905311722013102,0.8906925431266203,0.03338856411277729,Random Forest
0.5800000000000001,0.05887840577551898,0.6166666666666666,0.08498365855987973,0.8786764705882352,0.0859067753349112,0.7152152152152151,0.0371113611850183,0.46963306196903476,0.09709155809609395,0.2606533977042165,0.021042126654251602,0.8885827754996113,0.032490877384264254,Random Forest
0.5800000000000001,0.05887840577551898,0.6166666666666666,0.08498365855987973,0.8786764705882352,0.0859067753349112,0.7152152152152151,0.0371113611850183,0.46731824715422005,0.10026180503114145,0.2604683269075797,0.019891645218875723,0.8903653066939071,0.03326451512821705,Random Forest
0.5794871794871795,0.04368315782368586,0.6258702311333891,0.08110216521417575,0.7869532428355958,0.042289473228202354,0.6918767507002802,0.03935150549879203,0.45968894625568835,0.11802199224473013,0.2761012481904132,0.01989421250102261,0.908959048614221,0.039319481008974665,Random Forest
0.5794871794871795,0.04368315782368586,0.6184628237259816,0.07252491755532256,0.8065610859728508,0.04104740018302646,0.6965099553334847,0.04542993873708492,0.46200376107050317,0.11479591267778798,0.27650270999780907,0.020305767229619152,0.9101474027437515,0.03981419449105241,Random Forest
0.5794871794871795,0.04368315782368586,0.6184628237259816,0.07252491755532256,0.8065610859728508,0.04104740018302646,0.6965099553334847,0.04542993873708492,0.46200376107050317,0.11479591267778798,0.27820577495305915,0.021490060273349838,0.9084950246207852,0.0385560207356422,Random Forest
0.5794871794871795,0.04368315782368586,0.6258702311333891,0.08110216521417575,0.7869532428355958,0.042289473228202354,0.6918767507002802,0.03935150549879203,0.4572379658635315,0.11584130349268269,0.27515944781546287,0.020556671589779987,0.8997053018351192,0.044307561919599954,Random Forest
0.5661538461538461,0.052758240613791536,0.6116402116402117,0.071930433686927,0.7857277526395174,0.07006894128554049,0.6836248012718601,0.05171210164480316,0.46200376107050317,0.11479591267778798,0.2755642668760489,0.020900699428870358,0.9023959775481073,0.04291703964653301,Random Forest
0.5794871794871795,0.04368315782368586,0.6184628237259816,0.07252491755532256,0.8065610859728508,0.04104740018302646,0.6965099553334847,0.04542993873708492,0.46663339070013277,0.10835231334526883,0.27705864643404415,0.02194002086530357,0.9012726999542414,0.04217636663375877,Random Forest
0.5928205128205128,0.04176261142872274,0.632010582010582,0.08199436603633445,0.8077865761689291,0.03341760987849434,0.7040460628695923,0.041167212464238497,0.46649722512279074,0.10290209230212233,0.27227802459256506,0.01873296706318496,0.9015529095650799,0.04477118544646581,Random Forest
0.5794871794871795,0.04368315782368586,0.6184628237259816,0.07252491755532256,0.8065610859728508,0.04104740018302646,0.6965099553334847,0.04542993873708492,0.492616844568202,0.12034973296757481,0.27380444128545406,0.019424854596485488,0.8996853983669398,0.040581175413873675,Random Forest
0.5794871794871795,0.04368315782368586,0.6184628237259816,0.07252491755532256,0.8065610859728508,0.04104740018302646,0.6965099553334847,0.04542993873708492,0.46663339070013277,0.10835231334526883,0.27580274328927457,0.020721254853177155,0.9020621066260013,0.04162323255810727,Random Forest
0.5928205128205128,0.04176261142872274,0.632010582010582,0.08199436603633445,0.8077865761689291,0.03341760987849434,0.7040460628695923,0.041167212464238497,0.46649722512279074,0.10290209230212233,0.2721775193516061,0.018798685005123557,0.8985820242412536,0.04356474336784212,Random Forest
0.5794871794871795,0.04368315782368586,0.6184628237259816,0.07252491755532256,0.8065610859728508,0.04104740018302646,0.6965099553334847,0.04542993873708492,0.492616844568202,0.12034973296757481,0.27359850224020815,0.019495190208821105,0.9002795754317052,0.040818242763738605,Random Forest
0.5794871794871795,0.04368315782368586,0.6184628237259816,0.07252491755532256,0.8065610859728508,0.04104740018302646,0.6965099553334847,0.04542993873708492,0.46663339070013277,0.10835231334526883,0.2754780027859777,0.02079485574623466,0.8990912213021748,0.040360213566838894,Random Forest
0.5789743589743589,0.04901126277731432,0.6277777777777778,0.0712902835367413,0.7661199095022625,0.0647778785771621,0.6855275443510737,0.04132093115096439,0.4498270133168323,0.1139231692058657,0.3347586555212021,0.027021440724442316,0.9423360915247324,0.04069992321822213,Random Forest
0.5656410256410256,0.06580508344521785,0.6127450980392156,0.0636424798710489,0.7648944193061841,0.09935056675771221,0.6764946764946765,0.061912706243246685,0.44751219850201746,0.11706986777717622,0.33409763874278525,0.02820318967628444,0.9428001155181683,0.041026907352044485,Random Forest
0.5143589743589744,0.09183067630043998,0.5826525054466232,0.1163043753943336,0.6427224736048265,0.09321012226404794,0.6105587898691347,0.10623240419510815,0.4537717864923747,0.11537801196194883,0.3358739288977442,0.029572561132415496,0.9427934810287751,0.03990340058945252,Random Forest
0.5789743589743589,0.04901126277731432,0.6277777777777778,0.0712902835367413,0.7661199095022625,0.0647778785771621,0.6855275443510737,0.04132093115096439,0.4726746303386575,0.13054196485800573,0.31388176405466817,0.024112262211214423,0.9320693167549151,0.04131780716153669,Random Forest
0.5923076923076923,0.03442397219864289,0.6346003898635478,0.07034188080536202,0.7869532428355958,0.042289473228202354,0.6984126984126985,0.032374727070430404,0.4703598155238427,0.13381328879800392,0.3117928260996849,0.02526952112548257,0.9315402162258146,0.04100229550167106,Random Forest
0.5917948717948719,0.05175169563709893,0.6374269005847953,0.0613802982215742,0.7661199095022625,0.0647778785771621,0.6924719887955182,0.03926720430538741,0.49402845457709715,0.1542423992022946,0.31326411718098446,0.025956741596494592,0.93147513969015,0.04084664001374755,Random Forest
0.5923076923076923,0.03442397219864289,0.6346003898635478,0.07034188080536202,0.7869532428355958,0.042289473228202354,0.6984126984126985,0.032374727070430404,0.4726746303386575,0.13054196485800573,0.30352580560958536,0.016753334795591882,0.927183893411074,0.039260793378139675,Random Forest
0.6051282051282052,0.03345539780574376,0.6442495126705653,0.05917391515267267,0.7869532428355958,0.042289473228202354,0.7053571428571429,0.026526523756139526,0.49634326939191187,0.1510508159828237,0.3007924395843973,0.0189162607749861,0.9239189441015,0.043283576591054175,Random Forest
