Accuracy,Accuracy Std,Precision,Precision Std,Recall,Recall Std,F1,F1 Std,AUC,AUC Std,Brier,Brier Std,AUC Train,AUC Train Std,Model
0.6051282051282052,0.03345539780574376,0.6368421052631579,0.04955946277833519,0.8065610859728508,0.04104740018302646,0.7099903474903475,0.03307687984713311,0.49402845457709715,0.1542423992022946,0.3028684405547048,0.02148485458512106,0.9234681890868504,0.04523109037374081,Random Forest
0.5923076923076923,0.03442397219864289,0.6346003898635478,0.07034188080536202,0.7869532428355958,0.042289473228202354,0.6984126984126985,0.032374727070430404,0.4726746303386575,0.13054196485800573,0.2998543378675627,0.016478428254666312,0.9229324540683567,0.0438781994264046,Random Forest
0.6051282051282052,0.03345539780574376,0.6442495126705653,0.05917391515267267,0.7869532428355958,0.042289473228202354,0.7053571428571429,0.026526523756139526,0.49634326939191187,0.1510508159828237,0.2986749745217418,0.019719434177642686,0.9239189441015,0.043283576591054175,Random Forest
0.6051282051282052,0.03345539780574376,0.6368421052631579,0.04955946277833519,0.8065610859728508,0.04104740018302646,0.7099903474903475,0.03307687984713311,0.4917136397622823,0.15743735225412903,0.3007842736693952,0.021615553233159748,0.9228740120220852,0.04475792664441204,Random Forest
0.6066666666666668,0.07717224601860152,0.6066666666666668,0.07717224601860152,1.0,0.0,0.7522260936895083,0.06165000165344626,0.5,0.0,0.24343950257615612,0.007303880081532064,0.5,0.0,Logistic Regression
0.6066666666666668,0.07717224601860152,0.6066666666666668,0.07717224601860152,1.0,0.0,0.7522260936895083,0.06165000165344626,0.4237484852586663,0.10100530328901426,0.24813515423059992,0.020065956844682844,0.8985156793473225,0.031244469939884282,Logistic Regression
0.6066666666666668,0.07717224601860152,0.6066666666666668,0.07717224601860152,1.0,0.0,0.7522260936895083,0.06165000165344626,0.5,0.0,0.24343950257615612,0.007303880081532064,0.5,0.0,Logistic Regression
0.6066666666666668,0.07717224601860152,0.6066666666666668,0.07717224601860152,1.0,0.0,0.7522260936895083,0.06165000165344626,0.4237484852586663,0.10100530328901426,0.25145877746331624,0.019426264017984234,0.8985156793473225,0.031244469939884282,Logistic Regression
0.6066666666666668,0.07717224601860152,0.6066666666666668,0.07717224601860152,1.0,0.0,0.7522260936895083,0.06165000165344626,0.5,0.0,0.24343950257615612,0.007303880081532064,0.5,0.0,Logistic Regression
0.5800000000000001,0.05887840577551898,0.606060606060606,0.07725787141807249,0.9191176470588235,0.05727118355660747,0.7242465137201979,0.04280837518081989,0.4237484852586662,0.10100530328901429,0.25956379819116365,0.019833070295160547,0.8998384306700737,0.03248121915021869,Logistic Regression
0.6066666666666668,0.07717224601860152,0.6066666666666668,0.07717224601860152,1.0,0.0,0.7522260936895083,0.06165000165344626,0.5,0.0,0.24272324982689855,0.007763755260820659,0.5,0.0,Logistic Regression
0.54,0.07118052168020875,0.6034858387799565,0.0913605069553889,0.7965686274509803,0.15474209919279017,0.6718614718614718,0.05596762528843822,0.4191188556290366,0.10603238465190436,0.2752663103546151,0.02468759482080762,0.9001029809346238,0.03273579048573983,Logistic Regression
0.5800000000000001,0.05887840577551898,0.6121212121212121,0.0834296963511285,0.8995098039215685,0.07409910028348518,0.7200885095621938,0.0386399474619524,0.36147690502894125,0.08146728372026771,0.2700359976313566,0.025108758167356506,0.8348024336868151,0.0458018540108845,Logistic Regression
0.5271794871794871,0.08013138455230609,0.5962394619683623,0.09975749069550512,0.7452865761689291,0.09132392168050701,0.6533429533429533,0.06332966389511828,0.4306107469286203,0.10777110944148167,0.29672336306801256,0.032871720664833015,0.9028786366514562,0.034758165282941074,Logistic Regression
0.5405128205128206,0.07428643676813054,0.5920634920634921,0.09154203717648389,0.7809200603318249,0.031135437938677225,0.6705529058470235,0.06885345783488979,0.4268371878665997,0.1062645452096949,0.3092861430387718,0.03220471207457671,0.8844009495125115,0.033605108156092904,Logistic Regression
0.5405128205128206,0.07428643676813054,0.6031746031746033,0.10059869493032562,0.7404788838612367,0.03750724598173086,0.6593837535014005,0.06372287371117585,0.4363156011911668,0.1214349857873633,0.31747256929356077,0.04128539103502967,0.9045376492638156,0.037262611564320376,Logistic Regression
0.5005128205128205,0.10178163060558175,0.5772486772486772,0.10513268786715702,0.6779788838612367,0.12586363249083773,0.6157404897442849,0.09458263009595257,0.48965222183547974,0.12626355681313545,0.32184091243411056,0.04324034471104657,0.9066148786229923,0.03833651815431015,Logistic Regression
0.5405128205128206,0.07428643676813054,0.6031746031746033,0.10059869493032562,0.7404788838612367,0.03750724598173086,0.6593837535014005,0.06372287371117585,0.4493073281252014,0.12504369741951382,0.33364981305597485,0.0484539155446154,0.9048715201859219,0.03893143212540282,Logistic Regression
0.5271794871794871,0.08013138455230609,0.5955493308434484,0.10057510084103712,0.7196455505279035,0.06695000038019283,0.6457176810117987,0.06907238580971058,0.45848440460997025,0.14005909539254016,0.3414665409834394,0.05397215806962685,0.9054982355185195,0.03886777142384332,Logistic Regression
0.5405128205128206,0.07428643676813054,0.6031746031746033,0.10059869493032562,0.7404788838612367,0.03750724598173086,0.6593837535014005,0.06372287371117585,0.45616958979515543,0.14333264528950296,0.34477258312801223,0.05369043208571509,0.9048715201859219,0.038931432125402864,Logistic Regression
0.5271794871794871,0.08013138455230609,0.5955493308434484,0.10057510084103712,0.7196455505279035,0.06695000038019283,0.6457176810117987,0.06907238580971058,0.4539909405576827,0.15166362808280853,0.35082477457177746,0.05787710566938709,0.9078592844312925,0.03764069087882362,Logistic Regression
0.5405128205128206,0.07428643676813054,0.6031746031746033,0.10059869493032562,0.7404788838612367,0.03750724598173086,0.6593837535014005,0.06372287371117585,0.4539909405576827,0.1516636280828085,0.35138229270772037,0.05705559972935667,0.9069680188341446,0.03746338531625902,Logistic Regression
0.5271794871794871,0.08013138455230609,0.5955493308434484,0.10057510084103712,0.7196455505279035,0.06695000038019283,0.6457176810117987,0.06907238580971058,0.45630575537249746,0.14839118911603344,0.3546186096456512,0.05933386896175797,0.9078592844312925,0.03764069087882362,Logistic Regression
0.5405128205128206,0.07428643676813054,0.6031746031746033,0.10059869493032562,0.7404788838612367,0.03750724598173086,0.6593837535014005,0.06372287371117585,0.4563057553724974,0.1483911891160334,0.3546695646737546,0.05888618805759722,0.9067034685695944,0.037165802696715475,Logistic Regression
0.604102564102564,0.09031466651385156,0.6559454191033138,0.05898095621991136,0.7404788838612367,0.03750724598173086,0.6952380952380953,0.048562090605645584,0.46234699501102217,0.17348549180316533,0.31095487763641405,0.04968180421027956,0.9035204747172293,0.040090175273362526,XGBoost
0.604102564102564,0.09031466651385156,0.6559454191033138,0.05898095621991136,0.7404788838612367,0.03750724598173086,0.6952380952380953,0.048562090605645584,0.4666752878008535,0.15635433829968004,0.3072825913619801,0.052149321208707335,0.910119401295872,0.0366341064083437,XGBoost
0.5774358974358975,0.12727043894217485,0.6394335511982571,0.08103579482961781,0.6988122171945701,0.09640499318911178,0.6675324675324675,0.08710662403744229,0.46697662464065176,0.1669866913128639,0.3244533304514505,0.05923324902950453,0.9138818397439087,0.03482776235751732,XGBoost
0.5907692307692307,0.1087276241461455,0.6481481481481483,0.06928995160692482,0.7196455505279035,0.06695000038019283,0.6817927170868346,0.06717551725209454,0.4666752878008535,0.15635433829968004,0.3228811068532875,0.06262616651298784,0.9151027321412718,0.03435621425520164,XGBoost
0.5528205128205128,0.06610413556644933,0.6155413786992735,0.07666395971442454,0.6379147812971343,0.12863810139608509,0.6238095238095238,0.09920317455237934,0.46037460842325095,0.17182735415905268,0.33055597033421363,0.05307759471047036,0.924642103445349,0.03639707641152725,XGBoost
0.5907692307692307,0.1087276241461455,0.6481481481481483,0.06928995160692482,0.7196455505279035,0.06695000038019283,0.6817927170868346,0.06717551725209454,0.45775845676863774,0.16454844972624075,0.33895319550706765,0.058218059522238394,0.9267217231720274,0.0375443893804237,XGBoost
0.5143589743589744,0.09183067630043998,0.579556530214425,0.11623815858072883,0.6635558069381599,0.0939028543114277,0.6180623973727423,0.10644447726703656,0.42881642301891176,0.14993247810401686,0.349966144411012,0.053614294150509466,0.9258304575748794,0.0370284413112308,XGBoost
0.48769230769230765,0.10810908363545148,0.5630446623093682,0.11864531120864699,0.6218891402714931,0.1014624011554794,0.5903567696671145,0.11083010304923069,0.42422788477652734,0.1433173125195038,0.35087142548309447,0.057579705693006515,0.9290984314310885,0.03908602183496547,XGBoost
0.5528205128205128,0.06610413556644933,0.6155413786992735,0.07666395971442454,0.6379147812971343,0.12863810139608509,0.6238095238095238,0.09920317455237934,0.4580597936084361,0.17508280560625655,0.3319092888482023,0.05607386856474658,0.9249066537098992,0.036634455243240834,XGBoost
0.5774358974358975,0.12727043894217485,0.6407407407407407,0.07926272058900999,0.6779788838612367,0.12586363249083773,0.6577572964669739,0.10082329608370791,0.455443641953823,0.16781322793507603,0.3424503110856743,0.05994353684235564,0.927250823701128,0.03797805609622837,XGBoost
0.5143589743589744,0.09183067630043998,0.579556530214425,0.11623815858072883,0.6635558069381599,0.0939028543114277,0.6180623973727423,0.10644447726703656,0.4265016082040969,0.15317635085699075,0.3506719605691356,0.05527204354379854,0.9260950078394297,0.037253360208215215,XGBoost
0.5774358974358975,0.12727043894217485,0.6394335511982571,0.08103579482961781,0.6988122171945701,0.09640499318911178,0.6675324675324675,0.08710662403744229,0.45578607018086653,0.16299451469829912,0.34363377394180833,0.06131631381485299,0.9290984314310885,0.03908602183496545,XGBoost
0.5405128205128206,0.07428643676813054,0.5814814814814814,0.10514866345613622,0.6270739064856712,0.22782317387902642,0.5956865956865957,0.16815575860698329,0.46123067899086,0.15965196309626115,0.2694006074616558,0.017020015277835414,0.8995307562244682,0.024408476998312008,XGBoost
0.5671794871794872,0.0764635849009879,0.5936026936026936,0.10862330677830495,0.6687405731523378,0.25616295966577485,0.6190784085520927,0.18080768248625373,0.46550982325869206,0.1449227631601822,0.2714782185461295,0.016460042304259143,0.8624769378319076,0.05483962911195161,XGBoost
0.5528205128205128,0.06610413556644933,0.6155413786992735,0.07666395971442454,0.6379147812971343,0.12863810139608509,0.6238095238095238,0.09920317455237934,0.45973084335640896,0.16613468640922277,0.2767771443212443,0.02082653257071431,0.9020461057986413,0.027422085060983797,XGBoost
0.604102564102564,0.09031466651385156,0.6559454191033138,0.05898095621991136,0.7404788838612367,0.03750724598173086,0.6952380952380953,0.048562090605645584,0.4628606373515876,0.1661240486365267,0.2728266015238228,0.019850383668123108,0.8998646271465743,0.025585793030829543,XGBoost
0.5528205128205128,0.06610413556644933,0.6155413786992735,0.07666395971442454,0.6379147812971343,0.12863810139608509,0.6238095238095238,0.09920317455237934,0.4110238523417256,0.15440691673685544,0.2757372103616739,0.020225295452566985,0.9034803750828092,0.03729204577340303,XGBoost
0.5907692307692307,0.1087276241461455,0.6462962962962964,0.07176971250028183,0.7404788838612367,0.03750724598173086,0.6894179894179895,0.056586553321905285,0.4637436993206225,0.17172393195826777,0.26698929230243673,0.029744767260559375,0.9087827955982114,0.04310113618286696,XGBoost
0.5661538461538461,0.052758240613791536,0.6225589225589226,0.0739070660930562,0.6587481146304676,0.13957746044985594,0.6365079365079365,0.10141354187278279,0.45771736538139257,0.17998780663918537,0.2917003695218036,0.030208877696602354,0.9074510194185651,0.04087011461022217,XGBoost
0.604102564102564,0.09031466651385156,0.6559454191033138,0.05898095621991136,0.7404788838612367,0.03750724598173086,0.6952380952380953,0.048562090605645584,0.4614288845058076,0.1749799432192965,0.28904254397939483,0.03731334533869095,0.9166978390102122,0.04008489734990629,XGBoost
0.5528205128205128,0.06610413556644933,0.6155413786992735,0.07666395971442454,0.6379147812971343,0.12863810139608509,0.6238095238095238,0.09920317455237934,0.4113662805687692,0.15041573740580547,0.27655718899950216,0.019197110089577498,0.9110094473177638,0.040938662598110964,XGBoost
0.5641025641025642,0.145893605465467,0.6296296296296297,0.09442628728875527,0.6779788838612367,0.12586363249083773,0.6523809523809524,0.10837911120705755,0.4673871356563664,0.16439329131607985,0.26752955667776984,0.028455572789193813,0.9106638684731991,0.044162371624672375,XGBoost
0.5528205128205128,0.06610413556644933,0.6155413786992735,0.07666395971442454,0.6379147812971343,0.12863810139608509,0.6238095238095238,0.09920317455237934,0.45574497879362136,0.17833892304015825,0.2947777100106841,0.029804302828377257,0.9170238558676692,0.04529069880690704,XGBoost
0.5907692307692307,0.1087276241461455,0.6504629629629629,0.06620532243553283,0.6988122171945701,0.09640499318911178,0.6732142857142858,0.07915100095627949,0.46455867850098614,0.17500396581232394,0.29348947035122136,0.04077534047941978,0.9216085319533596,0.03534735264146605,XGBoost
